0.6,0.40689656,0.026570048,0.0
0.9285714,0.9655172,0.04589372,1.0
0.2857143,0.27586207,0.008695648,0.0
0.6142857,0.55172414,0.033816423,0.0
0.71428573,0.51724136,0.038647342,0.0
0.5714286,0.4413793,0.024154589,0.0
0.54285717,0.46206897,0.028985508,0.0
0.9,0.9655172,0.048309177,1.0
0.5857143,0.4413793,0.020289859,0.0
0.6142857,0.4,0.028985508,0.0
0.4,0.20689656,0.026570048,1.0
0.62857145,0.40689656,0.02801932,0.0
0.5,0.51724136,0.024154589,0.0
0.7,0.7172414,0.033816423,1.0
0.6571429,0.3862069,0.028985508,1.0
0.75714284,0.5862069,0.028985508,1.0
0.5,0.3862069,0.024154589,0.0
0.9,0.91034484,0.04347826,1.0
0.9285714,0.8689655,0.04347826,1.0
0.6142857,0.4413793,0.02801932,0.0
0.5714286,0.3448276,0.024154589,1.0
0.78571427,0.55172414,0.038647342,0.0
0.6571429,0.55172414,0.028985508,1.0
0.82857144,0.62068963,0.03671498,1.0
0.6,0.41379312,0.024154589,0.0
0.74285716,0.6896552,0.026570048,0.0
0.8428571,0.4827586,0.026570048,1.0
1.0,0.82758623,0.04347826,1.0
0.9,0.82758623,0.04347826,1.0
0.35714287,0.1724138,0.02173913,0.0
0.71428573,0.49655172,0.038647342,1.0
0.64285713,0.4827586,0.028985508,0.0
0.35714287,0.20689656,0.024154589,1.0
0.78571427,0.82758623,0.028985508,1.0
0.82857144,0.9655172,0.04589372,1.0
0.54285717,0.4827586,0.028985508,0.0
0.64285713,0.51724136,0.02173913,0.0
0.5714286,0.55172414,0.02173913,0.0
0.74285716,0.74482757,0.028985508,1.0
0.78571427,0.6758621,0.038647342,1.0
0.5714286,0.3448276,0.009661836,0.0
0.67142856,0.47586206,0.02801932,0.0
0.78571427,0.10344828,0.033816423,1.0
0.67142856,0.44827586,0.026570048,0.0
0.7714286,0.6758621,0.036231883,1.0
0.6857143,0.7034483,0.031400967,1.0
0.5,0.537931,0.02173913,0.0
0.8,0.6758621,0.041062802,1.0
0.6857143,0.5241379,0.031400967,0.0
0.85714287,0.6896552,0.04347826,1.0
0.71428573,0.55172414,0.038647342,1.0
0.64285713,0.44827586,0.024154589,1.0
0.7,0.4275862,0.028985508,0.0
0.5714286,0.49655172,0.024154589,0.0
0.71428573,0.41379312,0.033816423,1.0
0.67142856,0.41379312,0.033816423,0.0
0.5714286,0.4827586,0.026570048,0.0
0.5714286,0.36551723,0.019323671,0.0
0.5857143,0.41379312,0.014492754,0.0
0.6571429,0.35172415,0.026570048,0.0
0.8,0.2137931,0.033816423,1.0
0.87142855,0.20689656,0.050724637,1.0
0.75714284,0.24827586,0.026570048,0.0
0.8,0.56551725,0.036231883,0.0
0.7714286,0.6896552,0.031400967,0.0
0.9,0.62068963,0.053140096,1.0
0.75714284,0.6551724,0.036231883,1.0
0.9285714,0.7586207,0.053140096,1.0
0.85714287,0.6896552,0.053140096,1.0
