0.30555555,0.110091746,0.5,0.0
0.16666667,0.3027523,0.5625,0.0
0.2777778,0.22018349,0.625,0.0
0.16666667,0.26605505,0.4375,0.0
0.1388889,0.07339449,0.4375,0.0
0.30555555,0.10091743,0.5625,0.0
0.6111111,0.4678899,0.6875,0.0
0.027777778,0.27522936,0.4375,0.0
0.30555555,0.0,0.5625,0.0
0.16666667,0.10091743,0.5625,0.0
0.2777778,0.06422018,0.5,0.0
0.3611111,0.16513762,0.5625,0.0
0.027777778,0.10091743,0.5,0.0
0.0,0.036697246,0.5,0.0
0.11111111,0.110091746,0.5625,0.0
0.33333334,0.12844037,0.5625,0.0
0.5,0.5412844,0.8125,1.0
0.7777778,0.8165138,0.9375,1.0
0.3611111,0.26605505,0.75,1.0
0.5833333,0.3119266,0.875,1.0
0.7222222,0.49541286,0.875,1.0
0.5,0.22018349,0.75,1.0
1.0,0.6788991,0.875,1.0
0.44444445,0.5412844,0.875,1.0
0.6388889,0.5412844,0.875,1.0
0.5833333,0.44954127,0.875,1.0
0.5,0.6330275,0.75,1.0
0.7777778,0.5045872,1.0,1.0
0.5555556,0.26605505,0.75,1.0
0.3611111,0.26605505,0.625,1.0
0.8888889,0.9082569,0.875,1.0
0.44444445,0.33944955,0.625,1.0
0.5277778,0.17431192,0.75,1.0
0.6944444,1.0,0.875,1.0
0.5,0.26605505,0.75,1.0
0.5,0.35779816,0.75,1.0
0.7222222,0.49541286,0.75,1.0
0.44444445,0.35779816,0.75,1.0
0.3611111,0.26605505,0.625,1.0
0.5555556,0.5412844,0.875,1.0
0.6388889,0.48623854,0.8125,1.0
0.5277778,0.8165138,0.8125,1.0
0.7222222,0.44954127,0.8125,1.0
0.41666666,0.3119266,0.75,1.0
0.1388889,0.49541286,0.6875,1.0
0.083333336,0.08256881,0.4375,0.0
0.1388889,0.1559633,0.5,0.0
0.16666667,0.08256881,0.4375,0.0
0.083333336,0.04587156,0.375,0.0
0.22222222,0.17431192,0.5,0.0
0.22222222,0.17431192,0.5,0.0
0.083333336,0.08256881,0.0,0.0
0.6388889,0.44954127,0.75,1.0
0.6388889,0.5963303,0.75,1.0
0.6388889,1.0,1.0,1.0
0.3611111,0.26605505,0.75,1.0
0.6388889,0.6788991,0.75,1.0
0.6388889,0.8165138,0.875,1.0
0.6944444,0.5412844,0.9375,1.0
0.5277778,0.5412844,0.75,1.0
0.6944444,0.44954127,0.8125,1.0
0.6388889,0.26605505,0.8125,1.0
0.5555556,0.35779816,0.75,1.0
0.5277778,0.22018349,0.6875,1.0
0.6111111,0.35779816,0.875,1.0
0.8611111,0.40366971,0.8125,1.0
0.7222222,0.35779816,0.875,1.0
0.2777778,0.35779816,0.625,1.0
0.7222222,0.8165138,0.875,1.0
0.1388889,0.08256881,0.5,1.0
0.6388889,0.44954127,0.8125,1.0
0.5,0.26605505,0.75,1.0
0.5277778,0.32110092,0.8125,1.0
0.5,0.26605505,0.6875,1.0
0.5,0.5412844,0.8125,1.0
0.5277778,0.6330275,0.75,1.0
0.6388889,0.35779816,0.9375,1.0
0.5555556,0.5412844,0.75,1.0
0.5,0.35779816,0.6875,1.0
0.6388889,1.0,0.8125,1.0
